Timestamp,EventType,Name,FullPath,OldFullPath,Extension,Length,CreationTime,LastWriteTime
"2025-12-22T13:22:21.6019971+01:00","Created","CC_tst.csv","C:\Users\Hioki\Desktop\test\CC_tst.csv","",".csv",542,"2025-12-22T13:22:21.3988700+01:00","2025-12-22T13:22:21.3988700+01:00"
"2025-12-22T13:22:21.6332450+01:00","Changed","CC_tst.csv","C:\Users\Hioki\Desktop\test\CC_tst.csv","",".csv",542,"2025-12-22T13:22:21.3988700+01:00","2025-12-22T13:22:21.3988700+01:00"
"2025-12-22T13:22:44.0154119+01:00","Created","tst_20251222132219.csv","C:\Users\Hioki\Desktop\test\tst_20251222132219.csv","",".csv",2954,"2025-12-22T13:22:43.8122946+01:00","2025-12-22T13:22:43.8122946+01:00"
"2025-12-22T13:22:44.0310391+01:00","Changed","tst_20251222132219.csv","C:\Users\Hioki\Desktop\test\tst_20251222132219.csv","",".csv",2954,"2025-12-22T13:22:43.8122946+01:00","2025-12-22T13:22:43.8122946+01:00"
"2025-12-22T13:22:54.2122450+01:00","Created","tst.csv","C:\Users\Hioki\Desktop\test\tst.csv","",".csv",889,"2025-12-22T13:22:54.0982652+01:00","2025-12-22T13:22:54.0982652+01:00"
"2025-12-22T13:22:54.2122450+01:00","Changed","tst.csv","C:\Users\Hioki\Desktop\test\tst.csv","",".csv",889,"2025-12-22T13:22:54.0982652+01:00","2025-12-22T13:22:54.0982652+01:00"
"2025-12-22T13:23:03.9499035+01:00","Changed","CC_tst.csv","C:\Users\Hioki\Desktop\test\CC_tst.csv","",".csv",846,"2025-12-22T13:22:21.3988700+01:00","2025-12-22T13:23:03.8874093+01:00"
"2025-12-22T13:23:26.4984041+01:00","Created","tst_20251222132301.csv","C:\Users\Hioki\Desktop\test\tst_20251222132301.csv","",".csv",2952,"2025-12-22T13:23:26.3421621+01:00","2025-12-22T13:23:26.3421621+01:00"
"2025-12-22T13:23:26.4984041+01:00","Changed","tst_20251222132301.csv","C:\Users\Hioki\Desktop\test\tst_20251222132301.csv","",".csv",2952,"2025-12-22T13:23:26.3421621+01:00","2025-12-22T13:23:26.3421621+01:00"
"2025-12-22T13:23:37.8886350+01:00","Changed","tst.csv","C:\Users\Hioki\Desktop\test\tst.csv","",".csv",1141,"2025-12-22T13:22:54.0982652+01:00","2025-12-22T13:23:37.8730090+01:00"
